time,low,high,open,close,volume,change,pct_change,SMA_20,SMA_50,EMA_20,EMA_50,RSI,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_STD,BB_Upper,BB_Lower,Volume_MA_20,OBV,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,date,link,text,sentiment,score,avg_sentiment
2025-06-20,102357.25,106553.86,104671.4,103317.8,5047.63626176,-1353.5999999999913,-1.2931899258058948,0.0,0.0,107127.15526422042,108706.64329823722,0.0,106068.79344966156,107644.50740651957,-1575.7139568579878,-1095.668969850519,-480.0449870074688,0.0,0.0,0.0,0.0,0.0,-7574.67030523,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-21,100919.19,104013.64,103317.79,102160.03,3287.51327489,-1157.7599999999948,-1.120581460366114,0.0,0.0,106654.09571524704,108449.91336497302,0.0,105467.4452266367,107238.24982085144,-1770.8045942147291,-1230.696094723361,-540.1084994913681,0.0,0.0,0.0,0.0,0.0,-10862.18358012,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-22,98225.01,103417.0,102160.36,100996.87,7872.25874446,-1163.4900000000052,-1.138885963205303,0.0,0.0,106115.31231379494,108157.63715458191,0.0,104779.66442253874,106775.92538967724,-1996.2609671385,-1383.8090692063888,-612.451897932111,0.0,0.0,0.0,0.0,0.0,-18734.44232458,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-23,99677.07,106135.47,100996.87,105419.39,8910.86676597,4422.520000000004,4.378868374831818,0.0,0.0,106049.03399819545,108050.25491322576,0.0,104878.08374214816,106675.4412867382,-1797.3575445900206,-1466.5187642831152,-330.8387803069054,0.0,0.0,0.0,0.0,0.0,-9823.57555861,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-24,104681.83,106366.29,105418.4,106141.0,5773.20907668,722.6000000000058,0.6854590849415338,0.0,0.0,106057.79266503397,107975.38217153064,38.86059486722403,105072.37855104846,106635.8530432761,-1563.474492227644,-1485.909909872021,-77.56458235562309,0.0,0.0,0.0,0.0,0.0,-4050.3664819299984,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-25,105875.0,108206.0,106141.01,107400.22,7072.65636297,1259.2100000000064,1.1863557733245675,0.0,0.0,106185.64288741168,107952.82679225491,46.53188241601673,105430.50800473332,106692.47281784823,-1261.9648131149297,-1441.1208905206029,179.15607740567316,0.0,0.0,0.0,0.0,0.0,3022.289881040002,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-26,106605.88,108345.0,107400.22,107029.64,4900.22231656,-370.58000000000175,-0.345045848136998,0.0,0.0,106266.02356480104,107916.62338863708,54.16227460535061,105676.52831169742,106717.44816467432,-1040.919852976891,-1361.0806830118606,320.16083003496965,0.0,0.0,0.0,0.0,0.0,-1877.932435519998,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-27,106413.79,107804.2,107029.63,107113.38,6310.43715745,83.75,0.0782493595465106,0.0,0.0,106346.72417767714,107885.12364790622,53.2282772525046,105897.58241759012,106746.7764487725,-849.1940311823855,-1258.7033526459657,409.50932146358014,0.0,0.0,0.0,0.0,0.0,4432.504721930002,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-28,106868.94,107599.81,107119.17,107352.2,1227.76803255,233.02999999999884,0.2175427610202719,0.0,0.0,106442.48377980312,107864.22468132166,56.29292495370641,106121.36973796088,106791.62263775233,-670.2528997914487,-1141.0132620750624,470.7603622836136,0.0,0.0,0.0,0.0,0.0,5660.272754480002,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-29,107230.0,108550.0,107352.2,108386.44,2154.86170312,1034.2400000000052,0.9634082953120712,105911.116,0.0,106627.62246744092,107884.7037134267,58.7693316444003,106469.8420859669,106909.75725717808,-439.9151712111779,-1000.7936439022856,560.8784726911076,105911.116,2185.6536706282,110282.4233412564,101539.8086587436,5029.452934904,7815.134457600002,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-06-30,106724.76,108800.0,108386.44,107173.21,4839.04838063,-1213.229999999996,-1.1193558899065197,105754.7645,0.0,106679.5831848275,107856.80199917468,51.00887716006584,106578.05253427968,106929.27227516488,-351.21974088519346,-870.8788632988671,519.6591224136737,105754.7645,1954.806671516392,109664.3778430328,101845.1511569672,4999.7217692505,2976.086076970002,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-01,105262.0,107579.3,107173.21,105711.78,5152.72760186,-1461.4300000000076,-1.363615030286027,105606.88499999998,0.0,106587.41145293917,107772.68348940312,53.725560292585406,106444.7798366982,106839.0876621897,-394.3078254915017,-775.5646557373941,381.2568302458924,105606.88499999998,1830.6407974042984,109268.16659480856,101945.6034051914,5027.191527113499,-2176.6415248899975,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-02,105119.7,109823.08,105711.77,108888.32,7995.79258367,3176.550000000003,3.004916103476465,105765.24850000002,0.0,106806.54560027827,107816.43394079908,61.0965740927988,106820.70909259078,106990.88265017566,-170.17355758487247,-654.4864361068899,484.3128785220174,105765.24850000002,1972.5333817821688,109710.31526356436,101820.18173643568,5140.2475882275,5819.151058780002,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-03,108574.31,110590.0,108887.03,109628.83,6434.57921608,741.8000000000029,0.6812565279813426,105940.755,0.0,107075.33459072796,107887.50829606187,63.47177084675231,107252.72769373066,107186.28615757004,66.44153616060794,-510.3008416533903,576.7423778139982,105940.755,2153.493542523283,110247.74208504656,101633.76791495344,5089.900316075001,12253.73027486,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-04,107268.84,109812.94,109628.83,108028.6,3129.21859997,-1600.229999999996,-1.459679903543617,106068.914,0.0,107166.1217725634,107893.04130405946,62.63382608509085,107372.09266392594,107248.67977552782,123.4128883981175,-383.5580956430888,506.9709840412063,106068.914,2199.4953142683507,110467.9046285367,101669.92337146329,5133.536894812,9124.511674890002,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-05,107783.1,108454.19,108028.6,108246.65,1513.15428554,218.0499999999884,0.2018446966821641,106201.284,0.0,107269.02922279546,107906.9083117434,67.19007358838851,107506.63994639888,107322.60349585908,184.03645053978835,-270.03918640651335,454.0756369463017,106201.284,2248.851479815281,110698.98695963058,101703.58104036943,5123.054136475499,10637.665960430002,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-06,107837.7,109736.64,108246.66,109217.98,1651.18120197,971.3199999999924,0.8973209889339702,106319.514,0.0,107454.64358252924,107958.32288775349,73.47272306783043,107769.92303156828,107463.00175542508,306.92127614319907,-154.64709389657088,461.56837003976995,106319.514,2345.039394712079,111009.59278942416,101629.43521057586,4907.9640119035,12288.8471624,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-07,107507.0,109741.64,109217.98,108269.84,4455.08353019,-948.1399999999994,-0.8681171360246722,106503.48399999998,0.0,107532.28133657406,107970.53924509649,60.15286012564763,107846.83333440391,107522.76755131951,324.06578308441385,-58.90451850037393,382.97030158478776,106503.48399999998,2346.5782578388744,111196.64051567772,101810.32748432225,4746.270867191501,7833.763632210002,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-08,107438.33,109255.99,108271.49,108958.04,3785.3907416,686.5499999999884,0.6341004450940763,106705.606,0.0,107668.06787594796,108009.2647648966,60.05779669900443,108017.78820603408,107629.08402899955,388.7041770345386,30.617220606608573,358.08695642793003,106705.606,2376.514081204261,111458.63416240852,101952.57783759148,4689.6332128995,11619.15437381,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-09,108329.87,112152.91,108953.58,111282.85,7683.83239574,2329.270000000004,2.1378554059444435,107036.1535,0.0,108012.3328401434,108137.64065646927,62.882112297069995,108520.10540510576,107899.73336018478,620.3720449209941,148.56818546948568,471.8038594515084,107036.1535,2533.341188098974,112102.83587619792,101969.47112380204,4959.871911683001,19302.98676955,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-10,110541.87,116842.0,111282.84,116031.3,12920.20742934,4748.460000000006,4.26701906601234,107671.82850000002,0.0,108776.04399822498,108447.19592484304,73.14322707237662,109675.67380432026,108502.07162980072,1173.602174519547,353.57498327949787,820.0271912400488,107671.82850000002,3085.990309566737,113843.8091191335,101499.84788086654,5353.500470061999,32223.19419889,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-11,115211.74,118909.74,116031.29,117582.16,10116.886206,1550.87000000001,1.33659636120568,108442.935,0.0,109614.72171267976,108805.42981014332,75.02715775019078,110892.0562959633,109174.670768334,1717.3855276293034,626.337092149459,1091.0484354798446,108442.935,3530.9610341758994,115504.8570683518,101381.01293164822,5694.969116617501,42340.08040489,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-12,116940.82,118244.51,117582.16,117472.65,2397.72381256,-109.51000000000931,-0.093134876923514,109266.724,0.0,110363.09583528168,109145.32079798084,74.34494092765493,111904.45532735356,109789.33589660555,2115.1194307480037,924.093559869168,1191.0258708788356,109266.724,3623.0645166116874,116512.85303322338,102020.59496677664,5421.2423700225,39942.356592330005,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-13,117238.69,119500.0,117472.65,119130.81,3461.0430314,1658.1600000000035,1.4115285557957564,109952.295,0.0,111198.11623192152,109536.90860982472,75.09258761901867,113016.2022000684,110481.29694130144,2534.9052587669576,1246.255899648726,1288.6493591182316,109952.295,4119.934817612274,118192.16463522454,101712.42536477544,5148.751183294,43403.39962373,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-14,118949.18,123231.07,119130.81,119863.71,13536.79954839,732.9000000000087,0.6152060915224271,110638.4305,0.0,112023.41087650042,109941.881213361,80.31780600426579,114069.6649385194,111176.29050120505,2893.374437314371,1575.679607181855,1317.6948301325158,110638.4305,4569.912669694775,119778.25583938956,101498.60516061044,5536.930706879501,56940.19917212,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-15,115697.37,119973.3,119863.71,117781.64,23726.31356081,-2082.070000000007,-1.7370311664806697,111157.50149999998,0.0,112571.81365016704,110249.32273440568,78.0046274297254,114640.73802490105,111665.57564926392,2975.162375637112,1855.5761608729065,1119.5862147642054,111157.50149999998,4768.033220377583,120693.56794075517,101621.43505924482,6369.613566771501,33213.885611310005,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-16,117033.23,120134.8,117781.63,118681.68,9250.98642597,900.0499999999884,0.7641684021523462,111740.1035,0.0,113153.70568348448,110580.0034114878,75.4065996100296,115262.42140568548,112185.28708265178,3077.134323033708,2099.887793305067,977.2465297286408,111740.1035,4945.674318083488,121631.452136167,101848.75486383303,6587.151772242,42464.87203728,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-17,117469.0,120998.76,118681.67,119273.69,8360.35130892,592.0200000000041,0.4988301900369316,112348.119,0.0,113736.56133267644,110920.93229731184,75.21563669295716,115879.53965096464,112710.35396541833,3169.1856855463266,2313.747371753319,855.4383137930076,112348.119,5092.248458987687,122532.61591797536,102163.62208202462,6689.6474798155,50825.2233462,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-18,116892.42,120918.68,119273.7,118023.05,8735.40386401,-1250.6499999999942,-1.048554710719961,112881.6615,0.0,114144.798348612,111199.44671702509,76.61613716413748,116209.31047389316,113103.88700501696,3105.423468876208,2472.082591177897,633.340877698311,112881.6615,5100.264060280876,123082.18962056177,102681.13337943824,7065.029271388499,42089.81948219,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-19,117337.59,118564.59,118023.06,117914.17,1700.0997198,-108.88999999999942,-0.0922616309050107,113358.048,0.0,114503.78612493468,111462.76919871038,75.89606771670412,116471.59655483268,113460.20426390458,3011.3922909280955,2579.944531127937,431.44775980015856,113358.048,5103.25705968942,123564.56211937884,103151.53388062117,7042.291172222501,40389.71976239,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-20,116525.0,118921.76,117914.17,117312.7,2504.59032125,-601.4700000000012,-0.5100913656094099,113865.0225,0.0,114771.30173208375,111692.17824974134,72.12138735274212,116600.99708485842,113745.57431843015,2855.4227664282516,2635.040178188,220.3825882402516,113865.0225,4958.076920328475,123781.17634065697,103948.86865934306,6925.5682692535,37885.12944114,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-21,116565.01,119745.93,117315.68,117428.79,5450.55450292,113.11000000000058,0.0964150742679926,114450.873,0.0,115024.39585283768,111917.14341641816,76.22223660093361,116728.34984103404,114018.40510965756,2709.944731376483,2650.021088825697,59.92364255078655,114450.873,4625.038648903834,123700.95029780766,105200.79570219232,6940.459614306499,43335.68394406,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-22,116185.0,120300.0,117428.79,120026.42,7564.58852928,2597.6300000000047,2.2120895565729706,115007.778,0.0,115500.77910494838,112235.15426283314,78.56574334452381,117235.74525010573,114463.44324968292,2772.302000422802,2674.477271145118,97.82472927768411,115007.778,4590.439334920551,124188.6566698411,105826.8993301589,6918.899411586999,50900.27247334,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-23,117342.21,120180.93,120034.21,118810.44,5526.13819924,-1223.770000000004,-1.019517685833067,115466.8585,0.0,115815.98490447713,112493.00860546714,70.6069470656222,117478.0059808587,114785.44300896568,2692.5629718930286,2678.0944112947,14.468560598328622,115466.8585,4482.026040073644,124430.91058014728,106502.80641985271,6873.477360745,45374.1342741,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-24,117190.0,119557.7,118810.44,118397.04,7137.01277011,-413.40000000000873,-0.3479492206240535,115985.2805,0.0,116061.79967547928,112724.53924839,58.491748530471654,117619.39582995736,115052.96871200524,2566.4271179521165,2655.7609526261836,-89.33383467406702,115985.2805,4164.800101113763,124314.88070222751,107655.68029777247,7073.867069252,38237.121503990005,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-25,114750.0,118518.2,118400.0,117633.27,24633.33644271,-766.7299999999959,-0.64757601351351,116454.6115,0.0,116211.46351590984,112917.03849355118,50.194444761480845,117621.53031765624,115244.1021407456,2377.428176910631,2600.0943974830734,-222.6662205724424,116454.6115,3755.625068080284,123965.86163616055,108943.36136383945,8229.8761771105,13603.785061280008,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-26,117095.73,118371.35,117633.27,117969.63,6974.42930567,336.3600000000006,0.285939513540685,116892.194,0.0,116378.90794296603,113115.17933694134,51.858647358894224,117675.08411493988,115445.99309328296,2229.091021656932,2525.893722317845,-296.80270066091316,116892.194,3356.741450074316,123605.67690014862,110178.71109985137,8496.0385822955,20578.214366950007,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-27,117849.99,119800.0,117981.73,119465.52,4999.42180703,1483.790000000008,1.2576438741828997,117451.978,0.0,116672.87099601688,113364.21230412013,51.26715645261312,117950.53578956451,115743.73582711384,2206.7999624506774,2462.0749703444117,-255.27500789373423,117451.978,2715.418023049453,122882.81404609892,112021.1419539011,8523.2554961375,25577.63617398001,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-28,117380.6,119839.0,119465.52,118070.59,7647.38438521,-1394.9300000000076,-1.1676423456743064,117907.60550000002,0.0,116805.98709163434,113548.77613533108,43.53558542838929,117969.00566809306,115916.0953954758,2052.9102726172714,2380.2420307989837,-327.3317581817123,117907.60550000002,1837.9074978399503,121583.42049567992,114231.79050432012,8716.355178318,17930.25178877001,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-29,116900.0,119284.78,118074.43,117933.39,6070.86335715,-141.0399999999936,-0.1194500790729996,118240.1325,111368.6214,116913.35879719297,113720.7217770828,50.63630622871466,117963.52633454028,116065.52462544054,1898.0017090997424,2283.7939664591354,-385.7922573593928,118240.1325,975.5422441631456,120191.21698832628,116289.0480116737,8635.7067263885,11859.38843162001,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-30,115728.49,118809.43,117933.39,117830.15,4647.7410138,-103.24000000000524,-0.087540941543362,118330.075,111519.2196,117000.67224507936,113881.87582504036,46.17375526736039,117943.00689845716,116196.23761614865,1746.769282308509,2176.38902962901,-429.6197473205011,118330.075,833.8030281066217,119997.68105621325,116662.46894378676,8222.0834056115,7211.64741782001,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-07-31,115500.0,118920.0,117830.15,115761.13,4647.6521388,-2069.019999999989,-1.7559342833731346,118239.0235,111661.05479999998,116882.62060269083,113955.57206719564,36.06624618191917,117607.33352946377,116164.00742235986,1443.326107103887,2029.7764451239857,-586.4503380200988,118239.0235,1002.1980148041556,120243.41952960832,116234.6274703917,7948.6217022515,2563.9952790200095,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-01,112659.0,116065.12,115756.12,113248.73,9196.58441635,-2507.3899999999994,-2.166097135944086,118027.8275,111811.6084,116536.53578338696,113927.85277044289,32.78439896554657,116936.77914031548,115948.0609466295,988.7181936859852,1821.5647948363855,-832.8466011504006,118027.8275,1495.735028303545,121019.29755660713,115036.35744339292,8288.564732441,-6632.589137329991,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-02,112000.0,114023.58,113248.83,112542.74,2946.5811158,-706.0899999999965,-0.6234854700044111,117698.424,111940.0892,116156.17428020724,113873.53462258236,31.430918243811803,116260.77311872848,115695.81495058288,564.9581681456038,1570.2434694982294,-1005.2853013526257,117698.424,1908.522760148528,121515.46952029706,113881.37847970294,8262.841636661,-9579.17025312999,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-03,111903.68,114794.99,112542.75,114215.73,2212.37278435,1672.979999999996,1.4865284525213716,117416.025,112115.0954,115971.37006304464,113886.95404914775,40.03221136422594,115946.15110046256,115586.17902831748,359.9720721450867,1328.189190027601,-968.2171178825142,117416.025,1987.4929132732104,121391.0108265464,113441.03917345358,7696.620298459,-7366.797468779991,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-04,114118.18,115756.06,114215.7,115051.85,4655.53866243,836.1500000000087,0.7320797403509401,117279.5355,112304.1474,115883.79672370706,113932.63624329884,42.688552142981976,115808.566315776,115546.59910029396,261.96721548205824,1114.9447951184925,-852.9775796364343,117279.5355,2053.6936551659414,121386.92281033187,113172.14818966812,6743.081553540001,-2711.2588063499907,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-05,112622.14,115112.75,115056.14,114112.95,4943.38930608,-943.1900000000024,-0.8197650294890845,117051.099,112449.33879999998,115715.14465478258,113939.7073710126,29.74310419362861,115547.70226719508,115440.40287064256,107.29939655253838,913.4157154053016,-806.1163188527634,117051.099,2141.72931597702,121334.55763195404,112767.64036804596,6527.7016975455,-7654.648112429991,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-06,113347.87,115749.99,114112.95,115028.83,4481.39474697,915.8800000000048,0.8026082929238133,116838.856,112658.1066,115649.78135432707,113982.41806234546,36.773971064815626,115467.87576454968,115409.91599133569,57.959773213995504,742.3245269670406,-684.3647537530451,116838.856,2120.101836301513,121079.05967260302,112598.65232739698,6333.753869448,-3173.253365459991,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-07,114268.6,117687.0,115028.83,117515.49,5804.23960803,2486.6600000000035,2.161771096863285,116813.478,112910.1044,115827.46789201025,114120.9699030378,47.30731519577751,115782.89333923436,115565.88443642193,217.00890281242027,637.2614021361165,-420.2524993236962,116813.478,2108.185068927546,121029.8481378551,112597.10786214493,6187.195656649,2630.9862425700094,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-08,115800.0,117687.0,117515.69,116683.79,4870.3042426,-831.9000000000087,-0.707905472026764,116751.959,113150.3422,115909.02237848545,114221.47265193828,47.111809253112405,115921.49282550598,115648.69225594624,272.80056955975306,564.3692356208438,-291.56866606109077,116751.959,2092.267037442396,120936.4930748848,112567.4249251152,6345.7058827890005,-2239.318000029991,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-09,116343.34,117937.89,116683.79,116492.51,2586.17129292,-191.27999999999884,-0.1639302254409107,116710.94950000002,113413.8364,115964.59262815348,114310.53294009758,45.46678778802123,116009.34162158196,115711.19727402428,298.14434755769616,511.1242580082143,-212.97991045051816,116710.94950000002,2088.7328505215096,120888.41520104304,112533.483798957,6349.7849313725,-4825.489292949991,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-10,116480.0,119324.08,116492.5,119309.37,2850.61404026,2816.869999999996,2.4180698328218515,116804.9785,113756.8232,116283.14285404365,114506.5657659761,49.556723747059706,116517.03829518474,115977.72858705952,539.3097081252199,516.7613480316155,22.5483600936044,116804.9785,2163.7316516983824,121132.44180339677,112477.51519660324,6219.7879082395,-1974.8752526899912,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-11,118050.0,122319.14,119309.37,118701.84,7220.80819945,-607.5299999999988,-0.5092056055614063,116738.7495,114110.9226,116513.49496318233,114671.08632417311,51.875842829184045,116853.16163438708,116179.5146176477,673.6470167393854,548.1384817731695,125.50853496621596,116738.7495,2078.5322649725517,120895.8140299451,112581.6849700549,6202.598891748,-9195.68345213999,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-12,118190.81,120327.0,118701.83,120113.18,4615.45835079,1411.3499999999913,1.1889875665775256,116803.8865,114404.7984,116856.32210954592,114884.50176244084,56.021549278421794,117354.70292140446,116470.89723856268,883.8056828417757,615.2719219868908,268.5337608548849,116803.8865,2165.466453339869,121134.81940667972,112472.95359332026,6157.0648993255,-4580.225101349991,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
2025-08-13,118931.34,123740.24,120109.04,123365.63,8512.8860955,3256.590000000011,2.711361276386866,117052.31600000002,114749.291,117476.25619435108,115217.09502665886,63.025198219973355,118279.46093349608,116981.61818385434,1297.8427496417426,751.7860875178612,546.0566621238813,117052.31600000002,2599.3890942832218,122251.09418856648,111853.53781143358,6225.858565594999,3932.660994150009,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,0.0,
